name,visual,description,address,message,tags,symbol,network
'MonNFT','https://bafkreic2eihmd7whbwaj3irvq7qjkxrkhwrxi735q7eyfrx4yqbppsa6v4.ipfs.nftstorage.link','','0x663ddC7952aD3Eac6f1F539329621D21f0F72F83',"'NFT 0x663ddC7952aD3Eac6f1F539329621D21f0F72F83, minted for 0 MATIC'",'','token1','polygon-devnet'
'MonNFT','https://bafybeidimqh4lbdqs7s6r2uzigiw27rdddpklilxuznuhwpypet2cqylby.ipfs.nftstorage.link','','','','','token2','polygon-devnet'
'MonNFT','https://bafkreiggiyvdkxesvek55bk7zghrpsyz3anbp66hp4ddmuwf7vnikk35cm.ipfs.nftstorage.link','','','','','token3','polygon-devnet'
'MonNFT','https://bafkreihpuxjluqdw3hsno25c5votnviwelih73gm3aiuppe3wldlipluhq.ipfs.nftstorage.link','','','','','token4','polygon-devnet'
'MonNFT','https://bafkreidhavqkfrlwipa2r7ymafp4ouphdwnhzv5or4c5zatjd6e5dxjyhq.ipfs.nftstorage.link','','','','','token5','polygon-devnet'
'MonNFT','https://bafkreigwfogjfi5qjjlp5muxjbc7y6dn5ordzz7rtkfnwy4fxnc5wa44ym.ipfs.nftstorage.link','','','','','token6','polygon-devnet'
'MonNFT','https://bafkreigjlolv4ui325mwqxecorb7fc75l4jr7nvwvdpqyxec3kxtwtp2jm.ipfs.nftstorage.link','','','','','token7','polygon-devnet'
'MonNFT','https://bafkreid5c3uca7suujy45cp2t4vri4v2kuq33cnpwwkts7tdit5cxtgdzu.ipfs.nftstorage.link','','','','','token8','polygon-devnet'
